id,NAME,host id,host_identity_verified,host name,neighbourhood group,neighbourhood,lat,long,country,country code,instant_bookable,cancellation_policy,room type,Construction year,price,service fee,minimum nights,number of reviews,last review,reviews per month,review rate number,calculated host listings count,availability 365,house_rules,license
4762,3631389,Quant 1bdrm in midtown west,50732179353,verified,Paul,Manhattan,Hell's Kitchen,40.75524,-73.99839,United States,US,FALSE,moderate,Entire home/apt,2003,"$1,163 ",$233 ,1,1,9/24/2014,0.02,3,1,385,This is not a party building. It is quiet and peaceful. Anyone who is looking to party/smoke should look elsewhere.,
97670,54944477,One Beautiful Sunny Bedroom with Amazing Views,37881892882,unconfirmed,Ayesha,Manhattan,Battery Park City,40.71728,-74.01511,United States,US,FALSE,flexible,Private room,2016,$982 ,$196 ,1,5,09-06-2018,0.45,2,1,0,We have two kids. We will be respectful to Guests and expect you to be the same. Its a 3 floor house and we live in the top floor so you will have quiet time. Kids go to Daycare all day.,
36143,20963115,"Clean, quiet space in Upper East Side",43582686686,unconfirmed,Lagane,Manhattan,East Harlem,40.78781,-73.94549,United States,US,TRUE,moderate,Private room,2003,$439 ,$88 ,3,0,,,3,1,0,,
49171,28158479,Art and View authentic Williamsburg Loft,46638663402,verified,Roberto,Brooklyn,Williamsburg,40.71299,-73.96559,United States,US,TRUE,moderate,Entire home/apt,2014,"$1,176 ",$235 ,2,0,,,4,1,318,,
86060,48532274,"West 23rd Street, Lux Chelsea Studio svcd apt",298798536,unconfirmed,Ken,Manhattan,Chelsea,40.74651,-74.00563,United States,US,FALSE,flexible,Entire home/apt,2014,"$1,180 ",$236 ,30,1,08-11-2017,0.04,3,87,235,"No pets, smoking on the balconey only.  We expect from our guests to respect the apartment and the neighbors : the quieter, the better :)",
68733,38962572,"Historic (& happening!) Prospect Heights, BK",8569117759,unconfirmed,Leah,Brooklyn,Prospect Heights,40.67556,-73.96427,United States,US,TRUE,moderate,Private room,2003,$681 ,$136 ,1,1,9/13/2017,0.05,3,1,0,,
63995,36345775,Bright * Spacious * Elegant *  15 Min To Manhattan,26915737217,unconfirmed,Elan,Brooklyn,Clinton Hill,40.68252,-73.96543,United States,US,TRUE,flexible,Entire home/apt,2014,$110 ,$22 ,30,9,09-06-2021,0.35,4,3,124,,
29098,17072161,The BROOKLYN Room with Outdoor Space,66817194423,unconfirmed,Timo,Brooklyn,Downtown Brooklyn,40.68962,-73.98489,United States,US,FALSE,moderate,Entire home/apt,2007,$625 ,$125 ,4,87,6/16/2019,4.71,2,1,4,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
55463,31633551,2Beds Studio apartment in Prime Location #1,42503207499,unconfirmed,Studioplus,Manhattan,Midtown,40.74608,-73.98852,United States,US,FALSE,moderate,Entire home/apt,2014,$164 ,$33 ,2,34,02-05-2022,1.4,3,14,339,,
27399,16133804,*Beautiful 2BR*Flatiron*Best Location*Near Subway*,81701629571,,Muni,Manhattan,Midtown,40.74172,-73.98343,United States,US,TRUE,strict,Entire home/apt,2003,$51 ,$10 ,4,63,5/25/2019,3.17,5,1,238,,
56002,31931241,Bushwick room by the park -#131,37111924405,verified,Eugene,Brooklyn,Bushwick,40.69324,-73.91139,United States,US,TRUE,strict,Private room,2007,$875 ,$175 ,90,1,1/31/2022,0.88,5,218,216,,
7366,5069578,Convenient Room Near Subway ABCD&1!,63196285640,verified,L & A,Manhattan,Harlem,40.81663,-73.95315,United States,US,FALSE,moderate,Private room,2016,$370 ,$74 ,2,71,12/15/2016,1.34,4,3,-10,Please no smoking in the house.  We are quiet folks who need to get up early for work/school.   On the weekends we're very busy usually but enjoy sharing morning coffee/tea with guests and offering our ideas for how to spend the day.   The house is very clean but comfortable.   ,
41039,23667176,Cozy Studio Near Central Park,29394760140,verified,Ro,Manhattan,East Harlem,40.79423,-73.94741,United States,US,FALSE,strict,Entire home/apt,2021,$470 ,$94 ,1,0,,,3,1,0,"1. Please turn off lights when not in use. 2. Please use trash cans in bedroom and bathroom to dispose of waste. The blue recycling bin in the hallway can be used for clean hard plastics, glass bottles and jars, paper, cans and tins. 3. No pets are permitted on guest visits. 4. No fires (candles, incense, etc) are permitted in the apartment. 5. No smoking or drug use is permitted in the apartment. 6. No unapproved visitors are permitted in the apartment; please let Sara know in advance if you expect anyone besides the booked guest(s) to be at the apartment during your visit. 7. Please be respectful of our neighbors in the building by avoiding loud music or noise, especially late at night and early in the morning. 8. If furniture or amenities are broken or missing after a guest check-out, or if extensive cleaning is required, reimbursement may be requested through Airbnb. 9. If you have problem, requests, issues, or concerns during your visit, please contact Sara directly. I will be gla",
21943,13120455,An East Williamsburg Delight,70607644953,unconfirmed,Petra,Brooklyn,Bedford-Stuyvesant,40.68335,-73.91222,United States,US,FALSE,flexible,Private room,2015,$455 ,$91 ,4,36,6/27/2018,1.28,1,1,0,,
66501,37729838,Park Slope Sunny Studio,59598353986,verified,Ellis,Brooklyn,Park Slope,40.67566,-73.97949,United States,US,TRUE,moderate,Entire home/apt,2018,$637 ,$127 ,30,26,11-09-2020,0.39,4,2,82,,
100973,56768724,"new penthouse w/ balcony,  city+waterfront views",11311919354,unconfirmed,Matthew,Brooklyn,Park Slope,40.67129,-73.98537,United States,US,TRUE,strict,Entire home/apt,2004,$168 ,$34 ,5,18,6/30/2019,0.67,3,1,54,,
1811,2001551,Radiant Cobble Hill - 1 bedroom,50357182528,verified,Darren,Brooklyn,Boerum Hill,40.68515,-73.99055,United States,US,TRUE,flexible,Entire home/apt,2006,$551 ,$110 ,5,42,01-02-2017,0.53,4,1,332,,
87217,49171285,1 Clean room in 2BR Apt Manhattan,43679274271,unconfirmed,Alejandra,Manhattan,East Village,40.72695,-73.98546,United States,US,FALSE,moderate,Private room,2009,$592 ,$118 ,1,2,7/25/2016,0.06,3,1,0,,
1035,1572967,Bright & Vibrant- The BK experience,72324462204,unconfirmed,Rachael,Brooklyn,Crown Heights,40.67436,-73.956,United States,US,FALSE,moderate,Private room,2008,$951 ,$190 ,2,62,05-11-2019,0.71,4,2,398,"There are only a few rules: 1. Take good care of yourself, any visitors, and the place 2. Absolutely no smoking permitted on the premises including the outside space. The smoke detectors are hard wired and cannot be disabled. 3. Four guest maximum 4. Check in is at 3 pm.  Check out is at 11 am.  The apartment is usually occupied so a late check out or early check in is usually not possible.  There is also no capacity for luggage storage. 5. This apartment is not a party venue.   6. The private park is bordered by the homes of dozens of residents and all sounds echo in this space so please be respectful about noise. 7. Please refer to the ""house manual"" on the Airbnb site for any questions you may have about the apartment 8. If you turn something on i.e. heated towel rack, warming lights, etc,  please make sure to turn it back off.  9. There is usually no one available to accept deliveries and items left at the door are often taken so please no deliveries of packages, fruit, flowers, et",
5974,4300776,Bright duplex apartment,51408989581,verified,Belinda,Brooklyn,Greenpoint,40.72668,-73.94728,United States,US,TRUE,strict,Entire home/apt,2013,$164 ,$33 ,2,4,01-04-2017,0.12,1,1,97,- Please call / send message to arrange meeting for check in - Check in 3 pm - 11 pm - Check out by 11 am on last day,
8253,5559468,Private Bedroom in Beautiful Apartment,51432871866,verified,Florence And Peter,Manhattan,Harlem,40.80627,-73.94896,United States,US,FALSE,flexible,Private room,2019,$918 ,$184 ,4,20,10-02-2018,0.51,2,1,118,,
13182,8281755,Cozy Room in the heart of Hell’s Kitchen!,96271890741,verified,Alyssa,Manhattan,Hell's Kitchen,40.76322,-73.99354,United States,US,TRUE,flexible,Private room,2018,$829 ,$166 ,2,0,,,4,1,268,,
92256,51954325,2 bedroom apt in queens,12556535700,verified,Reut,Queens,Fresh Meadows,40.72887,-73.79206,United States,US,FALSE,flexible,Private room,2011,"$1,150 ",$230 ,2,0,,,5,1,0,"No Smoking on the apartment.  No Ilegal Drugs  No Parties on property. No pets PLEASE TRY  TO BE AS QUIET AS POSSIBLE CONSIDER OTHER NEIGHBORS OR TENANTS. THANK YOU IN ADVANCE!. Hull st. court apartment rules: 0.  Absolutely NO smoking in the apartment or  building.  Anyhow if you need to, please do go out to Hull street and people watch while smoking. The North end has multiple cigar bars, too! 1.  Most important, please, No Parties = be quiet, use ""indoor voices"" like they taught us in grade school!  Also, keep the stereo at a reasonable level, etc.   If YOU experience trouble with noise try to contact me immediately and I'll do what I can to stop it. 2.  Please be kind to sheets and towels, leave wet ones in the tub, and generally pick up stuff when leaving.  3. Anything at all recyclable put in the blue wheeled bin on the way out of the building on Hull st court.  Put trash in the blue trash can in the kitchen.  If you are staying for more than a few days and have trash in excess o",
1108,1613284,PRIVATE ROOM NEW YORK,60425693845,verified,Sue,Brooklyn,Crown Heights,40.66604,-73.95086,United States,US,TRUE,strict,Private room,2011,$325 ,$65 ,4,101,6/24/2019,1.19,5,4,74,"Keep the place in the same condition as upon arrival. Be yourself, but please no wild parties, thanks :)",
44990,25849313,Broadway Facing Room on High Floor,23681771189,verified,Manhattan At Times Square,Manhattan,Theater District,40.76248,-73.98584,United States,US,FALSE,strict,Private room,2016,$843 ,$169 ,1,0,,,2,15,358,#NAME?,
61257,34833577,A Historic District Gem in Jackson Heights,14343928813,unconfirmed,Vivian,Queens,Jackson Heights,40.75232,-73.88695,United States,US,TRUE,strict,Private room,2010,$151 ,$30 ,1,8,12/13/2021,0.18,5,1,71,,
73402,41541261,Turn-Key Studio - Upper East Side - great location,89319977237,verified,David,Manhattan,Upper East Side,40.77825,-73.94719,United States,US,TRUE,strict,Entire home/apt,2017,$775 ,$155 ,12,4,12-01-2018,0.28,2,1,171,,
41137,23721301,Entire apartment.,42072847064,verified,John,Queens,Jackson Heights,40.74774,-73.88653,United States,US,TRUE,flexible,Entire home/apt,2022,$329 ,$66 ,2,3,05-10-2019,0.84,4,1,6,"Relaxed environment, but keeping it clean is a priority. Smoking and alcohol are not allowed in the room. Smoking is not allowed anywhere in the building. No loud music or noise is allowed after 10pm.",
28275,16617619,***SLEEPING IN THE GOLDEN PLACE***,65175341734,verified,,Manhattan,Hell's Kitchen,40.75835,-73.99065,United States,US,TRUE,moderate,Private room,2011,"$1,175 ",$235 ,1,88,12/14/2018,4.93,3,3,0,,
78415,44309941,Airy Inwood Apartment,43108241115,verified,Gabriel,Manhattan,Washington Heights,40.85622,-73.93147,United States,US,TRUE,flexible,Entire home/apt,2014,$396 ,$79 ,1,0,,,4,1,0,1) No Smoking in property!!!  2) Do not slam doors!!! Close lightly Please!!! 3) No Shoes in house (except slippers) 4) Quiet down AFTER 10PM.,
24926,14767966,Large bedroom near trains & park,38120358417,verified,Crystal,Brooklyn,Prospect-Lefferts Gardens,40.66084,-73.96001,United States,US,TRUE,moderate,Private room,2017,$923 ,$185 ,20,0,,,5,2,7,"Orderly house and we want to keep it this way Bathrooms don't have high traffic as we agree to take shower before bed and not in the morning Everyone picks up after themselves No disturbance of any kind greatly appreciated:) but ASK ME (not other guests) questions any time you need/want to know something or unsure about how to do things, etc. Emails is the best way to communicate. When talking on the phone, please do it in your room with door closed Please walk calm, don't run the stairs, as it reduce the noise Close all doors gently please Non-smoker only Guests will be liable for any damages they caused: inspect the room upon arrival and sign the report Only food items can be placed into the kitchen sink compost disposal No smoking anywhere in/out of the house No perfume/cologne, scented laundry detergent allowed Doing laundry in a sink/bath not allowed Guests/visitors are not permitted Rescued/injured animals can be brought in for further assistance",
48463,27767451,Private Bedroom in Duplex in Williamsburg,20214270822,verified,Terence,Brooklyn,Greenpoint,40.72613,-73.9426,United States,US,FALSE,moderate,Private room,2016,$63 ,$13 ,6,0,,,3,2,54,"Be quiet, kind and respectful, treat this as if it were your own home.",
39907,23041972,Cozy one-bedroom in Astoria!,66652219997,unconfirmed,Christina,Queens,Astoria,40.76412,-73.92055,United States,US,FALSE,moderate,Private room,2015,$87 ,$17 ,2,1,3/21/2019,0.27,2,1,0,,
64754,36764970,"Home For Medical Professionals - ""Doromania""",55884461106,verified,Stat,Queens,Far Rockaway,40.59621,-73.75413,United States,US,FALSE,strict,Private room,2015,$331 ,$66 ,6,10,7/31/2021,0.13,2,52,148,,
34041,19802180,"Shared Place by Times Square, Theaters District.",13606903466,unconfirmed,Jacob,Manhattan,Hell's Kitchen,40.76405,-73.98695,United States,US,FALSE,strict,Shared room,2018,"$1,137 ",$227 ,1,50,06-11-2019,4.21,5,7,225,"Please remember that this is a residential building. The building rules, apartment occupancy restrictions and the year-round tenants must be respected.",
37518,21722527,Modern Luxury 1BR Apt,62024737784,unconfirmed,Alan,Brooklyn,Bushwick,40.68856,-73.91903,United States,US,TRUE,moderate,Entire home/apt,2003,$758 ,$152 ,3,6,6/16/2019,0.79,4,1,4,"No smoking, no parties, no pets. Four night minimum stay.  I need to have information about who will be staying at the house before a booking will be accepted.",
9837,6434311,"Small Studio Private Suite by the Park近公園新小套房,鬧中取靜",3910376989,verified,A,Queens,Flushing,40.74823,-73.8084,United States,US,TRUE,moderate,Private room,2022,$927 ,$185 ,1,158,6/23/2019,3.35,4,2,118,,
53680,30648800,King Bed with memory foam mattress Extra comfort,76109325512,unconfirmed,Zach,Manhattan,Chelsea,40.74971,-74.00278,United States,US,FALSE,strict,Entire home/apt,2011,$608 ,$122 ,1,40,2/16/2022,3.26,5,1,288,,
45782,26286735,Stylish and Modern basement near LaGuardia Airport,48076444344,unconfirmed,Jonathan,Queens,East Elmhurst,40.7655,-73.88217,United States,US,FALSE,strict,Entire home/apt,2005,"$1,081 ",$216 ,1,8,07-02-2019,5.45,2,1,49,,
85877,48431203,"Nice,Safe&Quiet Great Value Room",88062807055,verified,Aleksey,Brooklyn,Sunset Park,40.64748,-73.99802,United States,US,TRUE,strict,Private room,2010,$506 ,$101 ,3,2,07-05-2016,0.05,5,1,207,,
101793,57221610,1 BR Contemporary Luxury Apartment w W/D in UWS,1247826079,verified,Izi,Manhattan,Upper West Side,40.78688,-73.97403,United States,US,TRUE,flexible,Entire home/apt,2011,$583 ,$117 ,30,3,10/22/2018,0.12,2,8,346,This is our home and we want guests who respect our privacy and the fact that we are two working parents with kids. We can usually be flexible with check-in and check-out times so please let us know if you have any particular needs.,
44095,25355005,Luxury Hudson yards apartment on the High line,40702357212,unconfirmed,Irina,Manhattan,Chelsea,40.75321,-74.00238,United States,US,TRUE,strict,Entire home/apt,2015,$142 ,$28 ,10,0,,,5,1,84,"Enjoy your stay in our home, simply be respectful of our neighbors, no smoking and no pet allowed.",
59036,33606919,Location! Location! everything you need Apartment.,4016784408,unconfirmed,Safia,Bronx,Parkchester,40.83399,-73.86183,United States,US,FALSE,flexible,Entire home/apt,2008,"$1,106 ",$221 ,2,13,01-02-2022,1.19,2,2,90,,
92267,51960400,Bright & Beautiful in the East Village,70005278576,unconfirmed,Kara,Manhattan,East Village,40.72432,-73.98916,United States,US,FALSE,flexible,Private room,2006,$459 ,$92 ,1,0,,,2,2,0,"House Rules Welcome to Boston-Furnished-Rentals. We respectfully request that you take care of all furniture, appliances, and all other belongings in our apartments. Pets are allowed only with prior approval. Please turn off all lights and appliances including the A/C and heat when you leave. We also ask that you follow our trash rules while staying with us. The efforts of all our guests allow us to pass on savings for everyone. We look forward to your visit and thanks for choosing Boston-Furnished-Rentals while enjoying Boston.",
8269,5568305,Colorful flat in heart of E Village,48691195919,unconfirmed,A.J.,Manhattan,East Village,40.72917,-73.98223,United States,US,TRUE,moderate,Entire home/apt,2022,$582 ,$116 ,4,11,9/14/2018,0.22,4,2,333,sorry: no smoking no pets no kids no parties ...,
76593,43303650,Quite & Cozy High Raise Atmosphere,50686077912,unconfirmed,Eva,Manhattan,Harlem,40.81545,-73.95806,United States,US,TRUE,moderate,Private room,2009,$635 ,$127 ,1,2,01-01-2019,0.09,5,1,35,No Smoking  No Pets,
